"customerkey","cuatomer_name","gender","addressline1","datefirstpurchase","city","statename","regionname"
14251,"Alex Brooks","M","2050 B Avenue I","2022-11-06","Santa Cruz","California","United States"
14252,"Destiny G Cook","F","4616 Cordova Way","2022-12-20","Portland","Oregon","United States"
14253,"Eduardo Scott","M","5911 Del Vista Court","2021-06-01","Burbank","California","United States"
14254,"Tabitha L Gill","F","1006 Deercreek Ln","2022-07-02","Bellflower","California","United States"
14255,"Jonathan L Jackson","M","769 Algiers Drive","2021-06-09","Edmonds","Washington","United States"
14256,"Elizabeth Robinson","F","2507 Winterglenn Way","2021-06-11","Lynnwood","Washington","United States"
14257,"James Carter","M","9293 Balhan Dr.","2022-08-19","National City","California","United States"
14258,"Haley Foster","F","128, avenue des Champs-Elysées","2023-01-24","San Carlos","California","United States"
14259,"Antonio D Flores","M","3891 Garnet Lane","2021-09-16","Melton","Victoria","Australia"
14260,"Frank M Ruiz","M","330 Jamie Way","2021-09-05","Warrnambool","Victoria","Australia"
14261,"Meredith S Subram","F","8995 Kirker Pass","2021-09-09","Rhodes","New South Wales","Australia"
14262,"Jon L He","M","3440 Concord Ct.","2021-09-03","Port Macquarie","New South Wales","Australia"
14263,"Nina L Lal","F","4753 Montanya Court","2021-09-01","Silverwater","New South Wales","Australia"
14264,"Karl R Lal","M","960 Pansy Dr.","2021-09-15","Seaford","Victoria","Australia"
14265,"Garrett J Bell","M","5602 Claycord Avenue","2022-07-02","Shawnee","British Columbia","Canada"
14266,"Cory J Patel","M","2075 Alvina Dr.","2022-02-27","Bellingham","Washington","United States"
14267,"Lauren I Wood","F","7511 Cooper Dr.","2021-06-02","Corvallis","Oregon","United States"
14268,"Isabella Roberts","F","6812 Farm Bureau Rd.","2021-06-27","Beverly Hills","California","United States"
14269,"Tony M She","M","8716 San Remo Ct","2022-09-23","Beverly Hills","California","United States"
14270,"James F Ross","M","3099 Morello Court","2021-06-21","La Jolla","California","United States"
14271,"Lucas Wright","M","658 Cardinal Dr","2022-03-08","Spokane","Washington","United States"
14272,"Sydney Ward","F","8197 Haviland Place","2021-06-08","Puyallup","Washington","United States"
14273,"Angel Parker","M","6045 Holiday Hills Dr.","2022-09-06","San Gabriel","California","United States"
14274,"Edward D Williams","M","460 Skyline Dr","2022-04-28","Royal Oak","British Columbia","Canada"
14275,"Arthur Prasad","M","8150 Las Trampas","2021-09-19","Findon","South Australia","Australia"
14276,"Melody H Suarez","F","3556 St. Geemain Lane","2021-09-07","Townsville","Queensland","Australia"
14277,"Jerry C She","M","4920 Orange St","2021-09-21","Rockhampton","Queensland","Australia"
14278,"Olivia J Sanchez","F","8958 Las Palmas","2022-07-19","Melbourne","Victoria","Australia"
14279,"Taylor Barnes","F","9901 East Lake Court","2021-09-06","Warrnambool","Victoria","Australia"
14280,"Isaac Oliver","M","402 Saxon St.","2022-04-20","Bremerton","Washington","United States"
14281,"Daniel K Wilson","M","4609 Parkway Drive","2022-05-08","Vancouver","British Columbia","Canada"
14282,"Brianna H Lewis","F","8837 Almond Avenue","2022-03-07","Newton","British Columbia","Canada"
14283,"Seth E Simmons","M","4442 Carlos Dr.","2021-06-21","Lake Oswego","Oregon","United States"
14284,"Wyatt M Anderson","M","1411 Ranch Drive","2021-06-10","Sedro Woolley","Washington","United States"
14285,"Taylor J Hughes","F","1398 Yorba Linda","2021-05-30","Burlingame","California","United States"
14286,"Kristine Hernandez","F","6785 Union St.","2021-09-26","Newcastle","New South Wales","Australia"
14287,"Derek Xie","M","5448 Contuti Avenue","2021-09-09","Port Macquarie","New South Wales","Australia"
14288,"Christina M Ramirez","F","9112 Park Highlands","2021-05-31","El Cajon","California","United States"
14289,"Jessica Martinez","F","8863 San Miguel Rd.","2021-06-01","Santa Cruz","California","United States"
14290,"Jonathan Wilson","M","8582 Condor Dr.","2021-07-22","Corvallis","Oregon","United States"
14291,"Tyler White","M","3626 N Ranchford Court","2022-01-29","Oak Bay","British Columbia","Canada"
14292,"Isabella Ross","F","5805 Churchill Dr.","2021-07-21","Concord","California","United States"
14293,"Kyle S Campbell","M","6300 Colfax Street","2022-08-18","Daly City","California","United States"
14294,"Steven L Gray","M","4880 Viewpoint Ct.","2022-04-25","El Cajon","California","United States"
14295,"Hannah Thomas","F","1737 Thomas Ave.","2022-05-28","West Covina","California","United States"
14296,"Benjamin E Russell","M","9088 Almaden Dr","2022-05-28","Beaverton","Oregon","United States"
14297,"Kristin Raji","F","782 Veale Avenue","2021-07-16","Bellflower","California","United States"
14298,"Kaitlyn R Jenkins","F","7496 Sunset Meadows","2021-07-15","Los Angeles","California","United States"
14299,"Jermaine A Chandra","M","7741 Thunderbird Dr.","2021-09-07","Goulburn","New South Wales","Australia"
14300,"Colin B He","M","3144 Via Rerrari","2021-09-14","Seaford","Victoria","Australia"
14301,"Ruben B Vazquez","M","5678 Mcelroy Court","2021-09-01","Port Macquarie","New South Wales","Australia"
14302,"April Beck","F","2354 Caravelle Ct","2021-08-28","Brisbane","Queensland","Australia"
14303,"Briana J Ramos","F","2944 Shuey Ave.","2021-09-19","Port Macquarie","New South Wales","Australia"
14304,"Jacquelyn Jimenez","F","8102 Birch Bark Road","2021-09-26","Melbourne","Victoria","Australia"
14305,"Brendan L Shen","M","8396 Vista Way","2021-09-19","Goulburn","New South Wales","Australia"
14306,"Byron Ramos","M","6046 Freya Way","2021-09-04","Hobart","Tasmania","Australia"
14307,"Ross E Perez","M","2816 Hemlock Drive","2022-02-19","Darlinghurst","New South Wales","Australia"
14308,"Marie A Ramos","F","5704 Laverne Avenue","2021-09-14","Lane Cove","New South Wales","Australia"
14309,"Orlando Sanz","M","1306 Kaski Ln","2022-02-25","Perth","South Australia","Australia"
14310,"Jon O Zeng","M","6327 Mount Olivet Ct.","2021-09-17","Rhodes","New South Wales","Australia"
14311,"Erik M Alvarez","M","2348 Polaris Dr.","2022-03-06","Sydney","New South Wales","Australia"
14312,"Claudia A Lin","F","3153 Glaze Ct","2022-02-18","Caloundra","Queensland","Australia"
14400,"Brandon E Brown","M","6536 Diver Way","2021-10-02","San Francisco","California","United States"
14313,"Christian L Smith","M","5248 Gladstone Drive","2022-08-09","Port Macquarie","New South Wales","Australia"
14314,"Katherine R Cooper","F","7728 Condor Place","2022-06-20","Hobart","Tasmania","Australia"
14315,"Carl Chander","M","4264 C Street","2022-04-22","Townsville","Queensland","Australia"
14316,"Leonard Anand","M","2786 Class Avenue","2021-08-30","Coffs Harbour","New South Wales","Australia"
14317,"Steve Liang","M","3787 Browse St","2022-02-05","Lavender Bay","New South Wales","Australia"
14318,"Seth R Rogers","M","1440 Azores Circle","2022-03-11","Rockhampton","Queensland","Australia"
14319,"Renee L Sanz","F","8838 Kirker Pass Road","2022-07-01","Warrnambool","Victoria","Australia"
14320,"Amy Hu","F","9362 Akyn Rock Drive","2022-07-18","Perth","South Australia","Australia"
14321,"Jackson Evans","M","7078 Kenston Dr.","2022-11-14","Sunbury","Victoria","Australia"
14322,"Sydney Thomas","F","3242 Coralie Drive","2021-08-31","Coffs Harbour","New South Wales","Australia"
14323,"Colin Tang","M","8783 Blocking Ct","2021-09-13","Rhodes","New South Wales","Australia"
14324,"Jessie Alvarez","F","9351 W Lake Drive","2021-09-04","South Melbourne","Victoria","Australia"
14325,"Crystal L Li","F","9676 Hidden Lakes Court","2021-09-24","Melbourne","Victoria","Australia"
14326,"Joe A Perez","M","8703 Carleton Street","2021-09-04","Townsville","Queensland","Australia"
14327,"Kyle B Butler","M","4844 Spring Water St","2022-11-18","Downey","California","United States"
14328,"Andrea L Rogers","F","9669 Cynthia Dr.","2022-02-22","Shawnee","British Columbia","Canada"
14329,"Holly Sanchez","F","2157 Clark Creek Lane","2022-01-28","Burbank","California","United States"
14330,"Matthew Harris","M","7554 Lakeview Pl.","2022-05-14","Sooke","British Columbia","Canada"
14331,"Timothy Murphy","M","7541 B Wildbrook Ct.","2022-09-23","Milwaukie","Oregon","United States"
14332,"Jade I Rogers","F","5010 C Mt. Hood Circle","2022-06-06","N. Vancouver","British Columbia","Canada"
14333,"Bobby L Suri","M","2312 Richard Ave.","2022-11-27","Bremerton","Washington","United States"
14334,"Patrick M Murphy","M","746 Whiteaben Drive","2021-07-24","Walla Walla","Washington","United States"
14335,"Allison L Cox","F","5896 Northpoint Ct","2021-06-30","Walla Walla","Washington","United States"
14336,"Gabriel Baker","M","4983 Hilltop Road","2021-07-06","Beaverton","Oregon","United States"
14337,"Olivia Coleman","F","5759 Benton Street","2021-08-03","Oregon City","Oregon","United States"
14338,"Natalie M Taylor","F","5033 N. 8th St.","2022-05-17","Cliffside","British Columbia","Canada"
14339,"Brandy Suri","F","2082 S. Bascom Ave.","2022-02-12","Bellflower","California","United States"
14340,"Miranda D Butler","F","4554 Bates Court","2023-01-05","Salem","Oregon","United States"
14341,"Sean Sanders","M","9306 Cleveland Road","2022-07-10","Langley","British Columbia","Canada"
14342,"Beth L Ruiz","F","835 Magic Dr.","2021-07-31","Ballard","Washington","United States"
14343,"Xavier Turner","M","5484 Viking Dr","2021-08-18","Corvallis","Oregon","United States"
14344,"Kurt A Xie","M","7614 Heron Ct","2022-04-19","Gold Coast","Queensland","Australia"
14345,"Kristi Rodriguez","F","9519 Mountain View Drive","2021-08-30","Bendigo","Victoria","Australia"
14346,"Evelyn Perez","F","1297 Zulu Court","2021-09-26","Goulburn","New South Wales","Australia"
14347,"Tara I Goel","F","5634 Blue Ridge Drive","2021-09-22","Malabar","New South Wales","Australia"
14348,"Alex T Scott","M","105 Clark Creek Lane","2021-09-04","Port Macquarie","New South Wales","Australia"
14349,"Nicole Griffin","F","6111 Guadalajara","2022-09-11","Oregon City","Oregon","United States"
14350,"Emily W Moore","F","104 Kaski Ln.","2022-09-18","Portland","Oregon","United States"
14351,"Riley Gray","F","7906 Star Tree Court","2022-03-20","Berkeley","California","United States"
14352,"Melissa Butler","F","206 Greenview Court","2022-07-10","Lynnwood","Washington","United States"
14353,"Erin I Reed","F","3866 Mt. Everest Court","2022-03-16","Vancouver","British Columbia","Canada"
14354,"Seth Green","M","8206 H Street","2021-08-24","San Carlos","California","United States"
14355,"Ian King","M","9199 Park Glenn","2021-08-14","Lebanon","Oregon","United States"
14356,"Isabella A Baker","F","8473 Larkwood Ct.","2021-08-23","San Gabriel","California","United States"
14357,"Dalton M Collins","M","7538 Sherry Circle","2021-08-26","Santa Cruz","California","United States"
14358,"Amanda A Watson","F","2097 Bluetail","2022-07-29","Kirkland","Washington","United States"
14359,"Eduardo R Henderson","M","9754 Olivera","2022-02-10","Metchosin","British Columbia","Canada"
14360,"Samantha Patterson","F","9937 Las Lomas Way","2022-10-24","Mill Valley","California","United States"
14361,"Franklin D Raje","M","8454 Mount Circle","2023-01-06","Bremerton","Washington","United States"
14362,"Roberto W Gill","M","6720 Primrose Dr.","2021-08-12","Beaverton","Oregon","United States"
14363,"Natalie Long","F","7355 San Benito","2022-04-29","Westminster","British Columbia","Canada"
14364,"Mario H Rai","M","4420 Tuolumne St.","2021-08-13","Berkeley","California","United States"
14365,"Evan S Ward","M","7098 Walnut Blvd.","2021-07-31","Long Beach","California","United States"
14366,"Anna S Brooks","F","9745 Bonita Ct.","2021-09-15","Marysville","Washington","United States"
14367,"Courtney M Green","F","7446 The Alameda","2021-09-03","Milwaukie","Oregon","United States"
14368,"Richard Thompson","M","9715 San Francisco","2023-01-14","Concord","California","United States"
14369,"Devin J Sanchez","M","7747 Relis Valley Road","2022-07-06","Oregon City","Oregon","United States"
14370,"Meghan Dominguez","F","3610 Seal Way","2022-07-13","Burnaby","British Columbia","Canada"
14371,"Jeremiah Lewis","M","2527 Mohawk Drive","2022-03-15","Sooke","British Columbia","Canada"
14372,"Kaitlyn L Washington","F","7964 Gentrytown Drive","2022-06-11","Port Orchard","Washington","United States"
14373,"Ricardo Jai","M","9020 Starflower Dr.","2022-06-21","Burlingame","California","United States"
14374,"David Yang","M","9083 Eastgate Avenue","2021-09-27","National City","California","United States"
14375,"Alexandra Moore","F","8191 Scenic Ct.","2022-07-02","Walla Walla","Washington","United States"
14376,"Faith A Torres","F","1697 Charlotte Court","2022-07-30","Everett","Washington","United States"
14377,"Paula D Ruiz","F","3603 Stinson","2021-09-12","Bellingham","Washington","United States"
14378,"Cory A Mehta","M","7907 Eagle Peak Road","2021-09-17","Burlingame","California","United States"
14379,"Richard C Foster","M","5592 Byers Rd.","2021-09-20","Fremont","California","United States"
14380,"Kaylee K Watson","F","1752 Amaryllis Drive","2021-09-18","Lebanon","Oregon","United States"
14381,"Alexa Cooper","F","2697 Mt. Everest Ct.","2021-09-02","Corvallis","Oregon","United States"
14382,"Darren Blanco","M","3457 Hitchcock","2021-09-02","Berkeley","California","United States"
14383,"Marvin L Ferrier","M","2942 Berkhire Court","2022-08-11","Concord","California","United States"
14384,"Rachel F Miller","F","7335 Imperial Dr.","2022-10-06","Sedro Woolley","Washington","United States"
14385,"Maria Hall","F","851 Solano Drive","2021-10-18","Lebanon","Oregon","United States"
14386,"Marissa Wood","F","4430 Alexander Pl","2021-10-10","Glendale","California","United States"
14387,"Brittany Hughes","F","1651 Geranium Court","2022-05-02","Langley","British Columbia","Canada"
14388,"Kaylee Rogers","F","953 Trafalgar Circle","2022-05-28","National City","California","United States"
14389,"Ryan Harris","M","4654 Marina View Pkwy.","2022-10-30","Downey","California","United States"
14390,"Logan Kumar","M","6719 Santa Teresa Dr","2022-11-03","Santa Monica","California","United States"
14391,"Jason Long","M","2713 Chinquapin Court","2022-09-24","Sedro Woolley","Washington","United States"
14392,"Justin T Jackson","M","1906 Twinview Place","2021-10-08","Yakima","Washington","United States"
14393,"José J Perez","M","1950 Crown Court","2022-09-29","Corvallis","Oregon","United States"
14394,"Jacob Rodriguez","M","1873 Lyon Circle","2021-10-19","Bellingham","Washington","United States"
14395,"Devin J Reed","M","4851 Flora Ave.","2022-10-17","Grossmont","California","United States"
14396,"Zoe S Sanchez","F","792 Rahn Court","2022-07-17","Olympia","Washington","United States"
14397,"Sierra Edwards","F","8768 Valley Ave","2023-01-25","Port Orchard","Washington","United States"
14398,"James Anderson","M","6267 Concord Royale","2021-10-12","Spokane","Washington","United States"
14399,"Jeremy L Peterson","M","1035 Arguello Blvd.","2022-04-12","San Diego","California","United States"
14401,"Jose P Kumar","M","9896 White Dr","2022-05-22","Salem","Oregon","United States"
14402,"Hailey J Parker","F","8739 Twinview Drive","2022-12-31","Tacoma","Washington","United States"
14403,"Angelica Russell","F","8117 Golden Leaf Way","2022-12-13","Bellflower","California","United States"
14404,"Rachel T Davis","F","4385 Claudia Dr.","2022-02-22","Ballard","Washington","United States"
14405,"Dylan S Walker","M","9698 N Lucile Lane","2022-09-21","Bellingham","Washington","United States"
14406,"Carrie M Schmidt","F","5616 Bayside Way","2021-10-06","Berkeley","California","United States"
14407,"Thomas Bryant","M","7402 Oakgrove Rd","2023-01-03","Coronado","California","United States"
14408,"Jasmine C Cook","F","4305 Madrid","2022-12-06","National City","California","United States"
14409,"Eric Wang","M","5363 Willow Pass Dr","2022-07-01","National City","California","United States"
14410,"Arianna Brooks","F","7934 C Street","2022-11-26","Newport Beach","California","United States"
14411,"Ashley S Johnson","F","3236 Wibur Ave.","2021-10-03","Lake Oswego","Oregon","United States"
14412,"Nicole J Blue","F","4305 Amanda Circle","2021-10-27","Lebanon","Oregon","United States"
14413,"Rachel K Patterson","F","6187 Barquentine Court","2021-10-22","Chula Vista","California","United States"
14414,"Rachel Wilson","F","8577 Shakespeare Dr.","2021-10-14","Coronado","California","United States"
14415,"William C Davis","M","2477 Everett Court","2021-10-14","Long Beach","California","United States"
